ID,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
69,US,7582510,RAP1IF2K8TP9J,B010FHRA4G,762489956,"Antifungal Soap with Tea Tree Oil & Neem 12oz. Helps Wash Away Athletes Foot, Body Odor, Acne, Jock Itch, Nail Fungus, Ringworm. Foot & Body Wash. 100% Natural Care & Defense Against Skin Irritation",Beauty,4,0,1,0,1,Smells nice. Not much product for the price,"Smells nice. Not much product for the price. Seems to contain a good amount of tea tree oil, can feel it when using it. It is thin but works great. Using for demodex overpopulation keeps them at bay.",31/08/2015
70,US,26951431,R3K3EGDMZYSZY0,B00THEGVCG,856479709,"Super 6 Serum- w Vitamin C 22% + Hyaluronic Acid + 2.5% Retinol + CoQ10 for 6X Anti-Aging Benefits w Best Natural Astaxanthin & Niacinamide to Fight Wrinkles, Fine Lines, Acne & Spotsâ€¦",Beauty,5,0,0,0,0,I have since substituted that product with this serum and have been extremely happy. I only use it at night under my ...,"I wasn't sure if this product was working or if I was just having a clear skin month so I stopped using it for a week before picking it back up again. It turns out this product really does seem to work.  My biggest concerns were breakouts, wrinkles, and sun spots.  I had been using a prescription Retinol product to deal with these issues.  I have since substituted that product with this serum and have been extremely  happy.  I only use it at night under my moisturizer.  Would highly recommend it.",31/08/2015
71,US,13504631,R2FE3RNUT6NIH1,B00TPEKNZY,628818846,EM-3513W Sleep Mask,Beauty,5,0,1,0,0,High Quality Sleeping Mask That Contours To Your Face,"I live in a very street-light lit area. Even with black-out curtains I have trouble falling asleep. One thing I've noticed that really helps are sleeping masks. With that being said, I've tried quite a few and I haven't found one that completely blocked out the light or was comfortable to wear. This mask is different, and possibly one of the best I've ever worn to bed. I purchased a homemade one on Etsy that is still my favorite (because I like the owl print on it), but this one is half the price and just as good in quality- which is why I'm rating it 5 stars.<br /><br />The first thing I noticed about this sleeping mask was the thickness. No light is going to get through this mask! It seems a little bulky at first- especially if you're used to the thin silk masks that are commonly sold. With that being said, once you get used to wearing something like this you'll notice a significant difference in the amount of light that gets through. It truly does create a blacked out environment that is really nice.<br /><br />The mask fit my head perfectly. I have pretty average head size, so I think I can fairly say that this mask can be adjusted to fit anyone. The mask can be adjusted with little sliding adjusters and then has a clasp in the back that secures the mask around your head. The company boasts that the clasp won't snag in hair- and I have very snaggly fine hair. So far it hasn't gotten tangled in my hair, although sometimes I do accidently clasp a few strands of hair into the clip and it pulls them out when I roll around. I just put my hair in a low pony tail to avoid that problem.<br /><br />One thing that I really love about this mask is that it's contoured to fit around the bridge of your nose. Most sleeping masks don't adequate fit around your nose so have small gaps where light can get through. That is not the case with this mask. Because it fits snug around all of the curves of your face- literally no light gets through. That is something that my Etsy eye mask did not have, and it is a feature that a I REALLY appreciated on this specific mask. I have a Jewish nose (a big nose) and it fits well over it.<br /><br />Overall, I do really like this mask. The clasp sometimes clips onto your hair (but that's my own fault for not being more careful), but other than that it's a great product. Very quality sewn and made with good materials. It has a very pretty leafy design (I got the Emerald Forest print) and fits well to my face. I'd definitely recommend this mask for anyone looking for a sleep aid. It'd make a great gift too, and comes in a very pretty box!k did not have, and it is a feature that a I REALLY appreciated on this specific mask. I have a Jewish nose (a big nose) and it fits well over it.<br /><br />Overall, I do really like this mask. The clasp sometimes clips onto your hair (but that's my own fault for not being more careful), but other than that it's a great product. Very quality sewn and made with good materials. It has a very pretty leafy design (I got the Emerald Forest print) and fits well to my face. I'd definitely recommend this mask for anyone looking for a sleep aid. It'd make a great gift too, and comes in a very pretty box!",31/08/2015
72,US,15405260,R3PO2NCS3EV2IX,B00ZQDKDIU,545601664,Artnaturals Tea Tree Essential Oil,Beauty,5,0,0,0,0,We love to add tea tree oil to our hair products,"We love to add tea tree oil to our hair products! Not only does it help our scalps, but it smells amazing! Tea tree has so many great benefits , and it is wonderful if you are dealing with skin bacteria. The dropper makes it so easy to get the perfect amount every time!",31/08/2015
73,US,46277533,RDEOQXQOHOIJ3,B004E9ERPM,135157599,"Andrea Eye Q's Ultra Quick Eye Makeup Remover Pads, 65-Count (Pack of 3)",Beauty,3,0,0,0,1,These are my very favorite makeup remover pads,"These are my very favorite makeup remover pads. However when I opened the first jar the pads were a bit dried out. Not sure if they were older or not stored properly. They still get the job done, but I have to use several pads instead of just two. If your local drugstore stocks these get them there!",31/08/2015
74,US,21453375,R3114BKO4IH0SX,B0126XBPS4,982360154,Crest Pro-Health Advanced Mouthwash with Extra Deep Clean,Beauty,5,0,0,0,0,I like the fresh breath feel after using Crest Pro Health ...,I like the fresh breath feel after using Crest Pro Health Advanced mouthwash!<br />[you can trust this review - I am part of Shopper Army!],31/08/2015
75,US,46129209,RY201L79ES4QR,B00H9A40R8,930798282,Old Spice Men's Shaver,Beauty,4,0,0,0,1,good razor at good price,good razor at good price,31/08/2015
76,US,11192289,RRQOYDT41XA4M,B00VXHY6KY,546527800,"Majestic Pure Essential Oil, 100% Pure and Natural with Therapeutic Grade, Premium Quality Oil 4fl",Beauty,5,0,0,0,0,This is god for so may things looked it up ...,This is god for so may things looked it up n line and wil be using for all sorts of home remedy&#34;s.<br />Received this for a review.,31/08/2015
77,US,38481152,RS1K78YJ4LVCC,B00VSN7CEU,183249941,Kenz Laurenz Â® Cotton Headbands 12 Pack (Available in LOTS of COLORS) - Soft and Stretchy Elastic Yoga Fashion Headband for Teens Women Girls Softball Volleyball Soccer Basketball Dance Cheer Pack Sports Teams Stretch Head Band Set Hair Wrap Accessories Wholesale by Kenz Laurenz,Beauty,5,0,0,0,0,Color are just like pics. They wash very nicely,Exactly as described.  Tight fit.  Color are just like pics.  They wash very nicely!,31/08/2015
78,US,42846729,R22FZA5ZQIXR6S,B0030GSEWC,192970748,"Dove Men+Care Body and Face Bar, Extra Fresh 4 oz, 10 Bar",Beauty,3,0,0,0,1,Wouldn't write home about it.,Like all of Dove's Men+ line these are good but not great. the scent is fine and subtle and it does a good job lathering but it's nothing notable. I wouldn't recommend these over any other soap brands but I also won't decry it so there's that. Being just good enough is okay too.,31/08/2015
79,US,11470072,R1QCTRT6T9KD8T,B004SE9J1K,672383577,"Its a 10 it&#39s a 10 Miracle Leave-in Plus Keratin, (4.0 oz)",Beauty,5,0,0,0,1,great price and fast,"As described, great price and fast shipping",31/08/2015
80,US,28106065,RGWJ69OXW5XW2,B004C0NVUA,704344034,L'Oreal Paris Excellence CrÃ¨me with Pro-Keratine Complex,Beauty,4,0,1,0,1,Four Stars,A little darker than I wanted but coverage was great.,31/08/2015
81,US,26599047,R1AWRPNYZOE730,B00UQNM2SE,560886710,"Olay Smooth Finish Facial Hair Removal Duo - Medium To Coarse Hair, Pack of 2 Box.",Beauty,5,0,0,0,1,Five Stars,TRUE LONG LASTING RESULTS,31/08/2015
82,US,823235,RDVNET41V9Y12,B00L0R5494,939153087,"Maybelline New York The Nudes Eye Shadow Palette, 0.34 oz.",Beauty,3,0,0,0,0,Good colors though,"Not a fan of this one as much, I'd much prefer  the Naked palette. Good colors though, alright price.",31/08/2015
83,US,10802999,R38CRNT1RXO45E,B00XK1AH68,199283499,AuraLux Skin Snake Venom Peptide Cream 5% SYN-AKE 1.0 fl. oz/30mL,Beauty,5,2,3,0,1,I was happy.,"I have never smoked but always had &#34;puckered&#34; lips.  When I went to put on lipstick the other day I saw a pleasant surprise, lips were smooth and unwrinkled.  I was happy.",31/08/2015
84,US,19173052,R11F2E3PU7E1GC,B0019QXQGO,836569143,"Orly Nail Lacquer, 06 Fluid Ounce",Beauty,5,0,0,0,1,Five Stars,Love this color...like a muted pink.  Perfect.,31/08/2015
85,US,42216739,R1PBNHU6AF9HOJ,B00LCMH2VK,575197100,Greenwich Bay CUCUMBER OLIVE OIL Shea Butter Hand & Body Lotion Enriched with Cocoa Butter 16 oz,Beauty,5,0,0,0,1,Five Stars,Best lotion I have ever used,31/08/2015
86,US,1122970,R68QMS0CNHVH5,B004UZLOBA,170795562,"Paris Woman Perfume, impression of Paris Hilton for Women",Beauty,5,0,0,0,1,Five Stars,Excelente....,31/08/2015
87,US,30688607,R27VD1Z9NFROQ1,B000094ZDX,546382727,Conair Folding Dryer,Beauty,5,0,0,0,1,Five Stars,Compact and easy to use when traveling,31/08/2015
88,US,3084759,R1FQS36HJASSOD,B007G4TVI0,400720811,OPTP Original McKenzie Cervical Roll - (703) Pillow for spine and neck support during sleep,Beauty,1,0,1,0,1,Don't really like it. Often makes my neck hurt worse,Don't really like it.  Often makes my neck hurt worse.  Maybe it is too fat and too hard.,31/08/2015
89,US,49035365,RQ9DGJ1Z50HFW,B0062OF5L2,70537203,David Beckham Homme Cologne By David Beckham For Men,Beauty,5,0,0,0,1,"great scent, very reasonable price","My son loves it, hard to find on the shelves in stores, great scent, very reasonable price.",31/08/2015
90,US,22234474,R1LVP4CGPLDE6A,B00B1RPQ14,260085234,Unite Smoothing Shampoo & Condition 10oz 300ml Duo Set,Beauty,5,5,5,0,1,Heathy and lovely smelling frizz free hair!  Hallelujah!,Love this thick great smelling shampoo and conditioner. I have hair that is highlighted and regularly gets keratin treatments all while living in the humid south. This product keeps my hair smooth and healthy!  P.S. -- a little goes a long way!,31/08/2015
91,US,21959897,R2HWXP5EKSVBZK,B00IMPUTGU,206838296,"Sweet Almond Oil for Skin, Hair and Face - Large 16oz - WITH PUMP + FREE Recipe eBook! - All Natural Sensual Massage Oil - Use with Essential Oils and Aromatherapy as a Carrier and Base oil",Beauty,5,0,0,0,0,Five Stars,"Nice oil, I enjoy this brand!",31/08/2015
92,US,13160570,R3W0T8ZN6JMWN6,B00KP5TS4Y,730418085,"#1 Blackhead & Blemish Remover Kit - Equinox Acne Treatment - 5 Professional Surgical Extractor Instruments - Easily Cure Pimples, Blackheads, Comedones, Acne, and Facial Impurities",Beauty,3,0,0,0,1,"... are not as high quality as ""Tweezerman"" or the like. Not impressed",Tools are not as high quality as &#34;Tweezerman&#34; or the like.  Not impressed.,31/08/2015
93,US,31891249,R2DKEZM63B1G7C,B001ET76OO,314344636,"UltraSwim Chlorine Removal Shampoo, 7 fl oz (207 ml)",Beauty,5,1,1,0,1,5 Star - great product...does the job...reasonably priced.,"Very good product at a good price.  This product can be difficult to find on some store shelves.  My wife uses this after swimming in the pool, so it's important that we have it available to get out the cholrine.  Getting it here in quantity makes life simple.  The product does an excellent job.  I recommend it.",31/08/2015
94,US,3258072,R2G649G6IZ0A4J,B00BOJD17U,858072200,Hoyts Original Cologne 1868,Beauty,5,0,1,0,1,Five Stars,great product.,31/08/2015
95,US,53047575,RW2BZ0OPJAN6M,B00F0BK2BQ,319821354,Mens Durable Shave Soap Cup Shinning Stainless Steel Shaving Mug Bowl,Beauty,1,1,1,0,1,Junk (if you are going to use for shaving),This is junk. NOT worth the four bucks.,31/08/2015
96,US,34681565,R3U08XQKP5G9G9,B00IUHQ90U,790875169,"Deva Curl Light Defining Gel, 32 oz",Beauty,5,0,0,0,1,Deva LIGHT defining gel shout out.,"I have lightly curled hair and have used every product imaginable for my hair. I need volume and a holding down quality. Deva LIGHT is good for my hair and does the job well. Not tested on animals. I use most of the Deva products and find them fairly priced and excellent for curly hair. Nothing more can be said about Amazon. Always on time, helpful people on the phone, just great service.",31/08/2015
97,US,45291781,R13VOB3BYSVIB1,B0126XBPS4,982360154,Crest Pro-Health Advanced Mouthwash with Extra Deep Clean,Beauty,5,0,0,0,0,I like the mouthwash,I like the mouthwash. It has a great taste and seems to work. I do feel like my mouth is cleaner and the taste is pretty good. There is a slight after taste but I am not sure how to describe it. At first it tasted a little like bubble gum but then it changes back to mint. It does not burn so that is a real plus. I hate when mouthwash burns.<br />[you can trust this review - I am part of Shopper Army!],31/08/2015
98,US,41082473,R2W36G2XGH0JNV,B000VEPHYY,510326016,Ardell Brow Sculpting Gel - Clear 7.3ml/0.25oz,Beauty,5,0,0,0,1,Five Stars,Great product!,31/08/2015
99,US,26261812,REXXIN5NLGH05,B004Z209HS,352950200,"PURA DOR Organic Moroccan Argan Oil 100 Percent Pure Cold Pressed and USDA Organic Anti-Aging For Face, Hair, Skin and Nails, 4 Fluid Ounce",Beauty,5,0,0,0,1,I love it! I use it straight out of the ...,I use this for dry and aging skin care.  I love it!  I use it straight out of the bottle and also add it to a serum that I make.  It moisturizes and conditions my skin and it feels and looks FABULOUS!  I can't say enough -- and the price is great too.,31/08/2015
