product_key,time_key,review_comment,vote_score,rating
127,52,best treatment acne used i039ve gone accutane many face washes retinol creams forms birth control forms birth control make acne worse depending type progestin need least androgenic type possible sprintec worked best nearly clear skin takes 56 months fully work work,7,9
123,95,started taking zepatier three days ago sides effects till would like share feel slight pain back head that039s i039ll keep fingers crossed till finish 12 weeks update i039ve finish 3rd week treatment sides effects even blood test brilliant i039ll inform finish 8 weekupdateincredible 31st day virus undetectable start taking zepatier 4796191 viral load results negative side effects zepatier working well thank zepatier,8,10
111,64,took clomid first time last month husband tried year blocked fallopian tube use estrogen medicine also uterine lining thin doctor use hcg shot stimulate ovulation since clomid apparently mess ifwhen ovulation occurs took hcg shot 2 weeks ago noticed weird symptoms days ago took multiple pregnancy tests i039m pregnant clomid worked great far yay,74,10
116,54,52 year old womeni bloating lot poopingalls good,3,8
100,58,tummy tuck dec 18 surgery painful constipation opioids surgery bad plastic surgeon wasn039t familiar treating oic called primary care physician gave amitiza 24mcg took almost two days amazing thankful remain opioids three weeks amitiza worked well haven039t issues thank amitiza,35,10
128,63,experience nexplon great pregnancy yet issue causes much bleeding get periods every week 1 month 3 month ruins sex life,1,10
153,65,i039ve mine year noticed weight gain mood swings acne body adjusted quick lost weight issue i039ve every time boyfriend sex spot next day less week issues love recommend friends,1,6
167,51,awesome new boyfriend issues believe mental bad relationships past ordered prescribed told go broke said sooooo worth orgasm every time sometimes twice wow,14,10
145,97,always bleeding periods irsquove also gained 15 pounds skinny girl itrsquos noticeable acne hasnrsquot got worse better irsquom getting period experiencing depression donrsquot want around anyone donrsquot want eat irsquom gaining much weight irsquom stuck head lashing people irsquom normal self wish found pill rids acne doesnrsquot affect weight sex drive,5,2
141,49,hepc since early 70s cirrhosis last 20 yrs tried interferon riboviron stop treatments due side effects terrible got transplant list oct 2014 received new liver 19 dec 2014 really blessed hepc mission destroy new liver 4 weeks harvoni virus undetectable another blessing still treatments 8 weeks 0 side effects problem,36,10
166,87,reviews helped much first started zoloft 5 weeks ago wanted post experience several weeks increasingly worsening panic attacks work ended hospital year ago psych dr switched cymbalta mood stabilizer things good november stress work increased depending much bromazepam get day gp started 50 mg zoloft anxiety bad also tremors 4 weeks sure would quit working cut hours monday week 5 amazing still anxiety seem able handle it039s like confidence back good luck,28,10
158,68,66 yo caucasian male developed ms 2223 diagnosed 30 developed trigeminal neuralgia 32014 lasting 7 days started carbamazepin 72014 tn returned 82015 constant ever since microvascular decompression surgery 632016 pain ceased 19 days surgery returned severe surgery recovery painful left weak disoriented amp less mobile neurologist changed rx carbamazepine oxcarbazepine 300 mg twice daily 6 days ago deep facial lancinating pain remissed still burning electric jolting pain upper lip cheek also taking tramadol hcl 50mg daily seems help carbamazepine never worked oxcarbazepinetramadol combo seems effective,15,7
182,80,started taking slept well night awoke early around 5 start day happily come 8 drowsy needed take already two hrs nap awake resumemy day much difficulties st 2 pm needed nap gonna make work appointments went cold turkey felt much better crash try anti depressants including pristique suffered insomnia meds know need start confused resume welbutrin,15,4
155,31,pills years 2012 tried mirena cramps terrible side effects time taken last month gained around 10lbs stomach area nuvaring 2 weeks far it039s way better soon mirena removed weird stomach pains stopped i039m still trying lose extra weight,9,7
142,5,mirena put almost year ago insertion breeze next cramping periods remained heavy show signs stopping gained 30 pounds acne headaches backache wondering next doctor would take wanted remain year almost year finding new doctor getting taken,10,1
161,29,drinking extra 16oz bottles water period taking milk magnesia help stop painful hard stools constipation usually brings help ease release different amount time expect recommended dosage work it039s best taken empty stomach food 4 hours helps speed desired effect it039s several days since normally movements also take longer effects begin drink water much possibly diarrhea occurs cut back water take prescribed dose drinking lots water along sufficient fiber diet become much easier fighting constant constipation,120,9
152,82,take medicine without supervision endroconologist,18,1
144,70,appreciate lithium although thyroid level low supplement helps equalize problem i039ve least 20 different medications stabilize bipolar diagnosis always wanted normal state mind lithium allowed equally yoked 300mg er evening 100mg seroquel evening 20mg cymbalta morning i039m set i039m feeling anxiety add busper loranzapam,27,10
159,76,i039ve taking oxycodone roughly 5 yearsi039ve gone weekends without i039ve ran never experienced withdrawal symptoms works great take exactly need don039t exceed prescribed amount take early i039ve living chronic pain yearshave complete joint replacement one side anchor placed side jaw surgeries help immensely i039ll still always pain taking dosage 10mg 3x day 5 years yes body used effects doesn039t work well works well enough refuse take higher dosage pills per day becausewell let039s face itthis medicine scarey,24,8
110,24,husband age 63 problems benign prostate hyperplasia erectile dysfunction well gone fantastic sex life one fading fast doctor put small daily dose 5 mg cialis holy smokes bigger harder 30 loving always powerful sex drive resigning watching fade away i039m clearing schedule action honestly feeling satisfied 25 ladies guy slowing push may much time clean house smiling lot,132,10
124,3,i039m 58 recently started medicine almost immediate relief vulvar dryness pain sure yet painful intercourse relieved looks optimistic many months intense pain medicine seem gooey even noticeable used really like far,128,9
169,62,medicine absolutely terrible three months using hair fallen much see scalp visibly it039s embarrassing stopped taking considering copper iud hormones,3,3
105,2,cat bite handfull set teeth sharp hand swelled red took augmentin 8 hours bitten within 3 days swelling went redness faded 6 years animal control officer never injured oncehelp friend pick cat local humane society get bittenoh irony excellent medicine cat bites friend tell dad got bitten cat ended hospital almost died infection lucky experience knew seek medical attention immediately anyone bitten cat know 85 chance infection need take seriously you039ll end hospital,37,9
149,90,yes first use experience raw constant itching seemed get worse within hours applied cream lady parts talk wanting take cheese grater itchy fire parts take benadryl help itching vaginal insert cream wasn039t bad meltsand gets itchy inside lady cave speak first hour seemed calm lot shouldn039t waited long done something never thick discharge thought little irritated never yeast infection lord knows don039t ever want go product overall works,5,8
162,35,sex 7th august took plan b 23 hours intercourse haven039t gotten period yet i039m supposed due 20th august major side effect i039ve experiencing major amount tiredness exhaustion got home work day took pill went upstairs around 9pm sleep woke next day around 1pm wake extremely exhausted feet start get tired well also barely ever hungry anymore i039m 18 years old unusual teen hopefully period comes soon,26,9
99,30,ears ringing like crazy almost start break cry reading one guys experience best ringing everything went thru going thru stsrted exactly said tune cause think worse gets titinus csn become worst enemy keep reading testimonials read alot people took zanax seemed quite ringing zanax 05mg took also couldnt sleep next day woke slight ringing day progressed went completely away thank lordi truly believe oh condition thats related nrevous system cure,87,10
130,58,started prozac one first anti depressants mdd made horribly sick nauseous day wouldn039t eat days time stayed try get thorough side effects wouldn039t stop throwing every dayone day woke started violently shake lasted 12 hours ended hospital tachycardia horrible experience months later still stomach heart issues i039m new medications bad experience get anxious take,18,2
102,21,intake effexor xr 375 mg lorazepam depression anxiety doctor added abilify took mornings made foggy moved bertie sleep better overall noticed increase irritability equates feeling extremely angry 3 pm daily i039ve rearranged lorazepam reduce need time i039m also restlessness almost feels manic shall see increased cravings sweets,33,4
155,18,torn nuvaring convenience great daily time take pill month easily marked calender put phone never falls never feel changing simple would give nuvaring 10 10 based upon simplicity price really reasonable downsides personally first months notice side effects although low tolerance alcohol nuvaring emotional tired strung time pill none happened also longer periods it039s worth try every girl seems different experience,0,5
168,28,i039m 30 years old started really bad skin 2 years ago maybe stress life tried everything get rid got worse finally went dermatologist put spironolactone skin started getting better two weeks loved i039ve taking 6 months get compliments makeup artist models i039m hairstylist good skin another plus breasts went small b c decided stop taking week breasts went small skin getting little oily i039m going back take one day,31,9
131,11,i039ve suffered panic attacks anxiety years took paxil many years effectiveness waned hated weight gain sexual sideeffects came switched luvox starting 25mg worked miracles eventually move 50mg last two years 75mg adverse effects lifesaver eventually son diagnosed panic disorder certainly inherited much like inherited mother doctor tried luvox assumption genetic similarity similar diagnosis might treated medicine right son living anxietyfree panic attackfree lives,44,9
